CONCLIENTE,dataNascimentoCliente,sexoCliente,CONINSCRICAO,CONPRODUTO,periodicidadeCobranca,parcelamento,CONITEMCONTRATADO,codigoSistemaItemContratado,dataInicioVigenciaCobertura,prazoContribuicao,prazoCobertura,prazoDecrescimoItemContratado,prazoCertoRendaItemContratado,prazoMinimoGarantidoRendaItemContratado,indiceReajusteItemContratado,valorCapitalSeguradoItemContratadoInicial,CONITEMCONTRATADOBENEFICIARIO,percentualParticipacaoBeneficio,CONBENEFICIARIO,dataNascimentoBeneficiario,sexoBeneficiario
7565320,1989-07-04,M,16220993,1074,MENSAL,1,95499381,204374,2022-01-21,10,9999,,,,IPCA,3000000.0,1780445.0,5.0,3626128.0,1987-10-08,MASCULINO
7565588,1979-03-03,M,16221920,1072,MENSAL,1,95499203,204377,2022-01-16,10,10,,,,IPCA,1000000.0,1625436.0,100.0,3626453.0,1981-10-19,NÃO INFORMADO
7564438,1974-02-19,F,16219252,1072,MENSAL,1,95491906,204377,2022-01-16,15,15,,,,IPCA,400000.0,,,,,
7564518,2002-02-04,M,16219266,1075,MENSAL,1,95491893,204375,2022-01-11,30,9999,30.0,,,IPCA,400000.0,1928292.0,50.0,3625918.0,1968-11-20,FEMININO
7564518,2002-02-04,M,16219266,1075,MENSAL,1,95491893,204375,2022-01-11,30,9999,30.0,,,IPCA,400000.0,1928701.0,50.0,3625917.0,1965-05-02,MASCULINO
1359803,1974-05-25,M,16217377,1073,MENSAL,1,95491861,204373,2022-01-21,17,9999,,,,IPCA,450000.0,1928241.0,100.0,3400561.0,1976-05-31,NÃO INFORMADO
2621204,1986-12-16,M,16216162,1075,MENSAL,1,95491853,204375,2022-01-08,9999,9999,20.0,,,IPCA,400000.0,1902230.0,50.0,20302.0,1985-01-30,NÃO INFORMADO
2621204,1986-12-16,M,16216162,1075,MENSAL,1,95491853,204375,2022-01-08,9999,9999,20.0,,,IPCA,400000.0,1902382.0,50.0,20303.0,2017-01-28,MASCULINO
1453490,1960-07-11,F,16215904,1073,MENSAL,1,95491851,204373,2022-02-03,9999,9999,,,,IPCA,550000.0,,,,,
7560682,1988-03-21,M,16215888,1073,MENSAL,1,95491837,204373,2022-01-17,9999,9999,,,,IPCA,400000.0,1909510.0,100.0,3625522.0,1952-12-15,FEMININO
7564391,1983-02-09,M,16219240,1072,MENSAL,1,95491601,204377,2022-01-11,10,10,,,,IPCA,1000000.0,1901400.0,25.0,3625840.0,2016-06-27,MASCULINO
7564391,1983-02-09,M,16219240,1072,MENSAL,1,95491601,204377,2022-01-11,10,10,,,,IPCA,1000000.0,1901552.0,25.0,3625841.0,2018-07-07,MASCULINO
7564391,1983-02-09,M,16219240,1072,MENSAL,1,95491601,204377,2022-01-11,10,10,,,,IPCA,1000000.0,1902113.0,50.0,3625839.0,1987-03-28,NÃO INFORMADO
7564461,1992-10-18,M,16219292,895,MENSAL,1,95491529,203045,2022-01-23,20,9999,,,,IPCA,97119.9,1893335.0,100.0,3625877.0,1960-07-30,FEMININO
7564507,1979-07-24,M,16219249,895,MENSAL,1,95491526,203045,2022-01-23,9999,9999,,,,IPCA,75033.56,,,,,
2481026,1978-02-28,M,16215565,1072,MENSAL,1,95491401,204377,2022-01-06,10,10,,,,IPCA,700000.0,1879603.0,100.0,3625429.0,2019-06-21,MASCULINO
4232526,1963-01-06,M,16219740,1072,MENSAL,1,95491398,204377,2022-01-11,10,10,,,,IPCA,800000.0,,,,,
7174141,1972-06-20,F,16216542,1074,ANUAL,1,95490938,204374,2022-01-26,10,9999,,,,IPCA,500000.0,1826599.0,25.0,3565851.0,2003-12-30,MASCULINO
7174141,1972-06-20,F,16216542,1074,ANUAL,1,95490938,204374,2022-01-26,10,9999,,,,IPCA,500000.0,1826650.0,25.0,3565824.0,1983-05-26,NÃO INFORMADO
7174141,1972-06-20,F,16216542,1074,ANUAL,1,95490938,204374,2022-01-26,10,9999,,,,IPCA,500000.0,1826956.0,25.0,3565850.0,2000-09-01,MASCULINO
7174141,1972-06-20,F,16216542,1074,ANUAL,1,95490938,204374,2022-01-26,10,9999,,,,IPCA,500000.0,1827466.0,25.0,3565802.0,2000-09-01,MASCULINO
7555585,1996-03-25,M,16216545,1074,ANUAL,1,95490937,204374,2022-01-11,10,9999,,,,IPCA,400000.0,1824467.0,50.0,3624683.0,1969-07-18,FEMININO
7555585,1996-03-25,M,16216545,1074,ANUAL,1,95490937,204374,2022-01-11,10,9999,,,,IPCA,400000.0,1824977.0,50.0,3624682.0,1962-05-01,MASCULINO
5525256,1987-11-23,M,16215896,1072,MENSAL,1,95490814,204377,2022-01-16,20,20,,,,IPCA,1000000.0,7444266.0,100.0,2847122.0,1986-04-10,FEMININO
5041666,1965-06-11,F,16215562,919,MENSAL,1,95490461,203403,2022-01-11,9999,9999,20.0,,,IPCA,850000.0,,,,,
7559541,1980-09-09,M,16214284,1072,MENSAL,1,95470131,204377,2022-01-16,10,10,,,,IPCA,500000.0,1906547.0,33.0,3625382.0,2010-03-08,MASCULINO
7559541,1980-09-09,M,16214284,1072,MENSAL,1,95470131,204377,2022-01-16,10,10,,,,IPCA,500000.0,1906599.0,34.0,3625383.0,1989-11-14,NÃO INFORMADO
7559541,1980-09-09,M,16214284,1072,MENSAL,1,95470131,204377,2022-01-16,10,10,,,,IPCA,500000.0,1907007.0,33.0,3625381.0,2006-04-21,MASCULINO
7515315,1960-07-20,M,16210931,1073,MENSAL,1,95470130,204373,2022-01-17,9999,9999,,,,IPCA,1068607.05,,,,,
3043761,1975-06-03,M,16210941,1072,MENSAL,1,95470123,204377,2022-01-16,10,10,,,,IPCA,400000.0,,,,,
7577206,1984-02-12,M,16268667,1072,MENSAL,1,95704939,204377,2022-02-11,10,10,,,,IPCA,500000.0,1769318.0,100.0,3630043.0,1984-03-02,NÃO INFORMADO
7580370,1986-08-21,F,16270473,1072,MENSAL,1,95705613,204377,2022-01-21,30,30,,,,IPCA,500000.0,1906897.0,100.0,3630470.0,1985-09-05,NÃO INFORMADO
5597006,1973-02-03,M,16269472,1074,MENSAL,1,95705623,204374,2022-01-16,10,9999,,,,IPCA,500000.0,,,,,
5597006,1973-02-03,M,16269473,1072,MENSAL,1,95705624,204377,2022-01-16,10,10,,,,IPCA,550000.0,,,,,
7557216,1994-07-10,M,16208154,896,MENSAL,1,95469294,203046,2022-01-11,37,9999,20.0,,,IPCA,150000.0,,,,,
1788738,1978-02-23,F,16211993,1072,MENSAL,1,95469164,204377,2022-01-11,30,30,,,,IPCA,500000.0,,,,,
3525665,1982-11-25,F,16211129,1074,MENSAL,1,95469146,204374,2022-01-11,10,9999,,,,IPCA,598588.45,,,,,
7559464,1983-08-27,M,16211263,1072,MENSAL,1,95468991,204377,2022-01-06,25,25,,,,IPCA,650000.0,1874425.0,100.0,3625258.0,1991-01-26,NÃO INFORMADO
7119752,1985-10-10,M,16211128,1072,MENSAL,1,95468770,204377,2022-01-11,10,10,,,,IPCA,500000.0,1856886.0,100.0,3558902.0,1970-09-28,FEMININO
7557541,1983-08-07,F,16208847,1072,MENSAL,1,95468754,204377,2022-01-02,20,20,,,,IPCA,720000.0,1848185.0,100.0,3624931.0,1988-01-25,MASCULINO
7555848,1983-11-12,F,16207445,895,MENSAL,1,95468631,203045,2022-01-16,25,9999,,,,IPCA,200000.0,,,,,
7555585,1996-03-25,M,16197920,1074,ANUAL,1,95468526,204374,2022-01-11,10,9999,,,,IPCA,400000.0,1825340.0,50.0,3624682.0,1962-05-01,MASCULINO
7555585,1996-03-25,M,16197920,1074,ANUAL,1,95468526,204374,2022-01-11,10,9999,,,,IPCA,400000.0,1826003.0,50.0,3624683.0,1969-07-18,FEMININO
7557967,1965-01-22,M,16209237,1072,MENSAL,1,95468505,204377,2022-01-11,10,10,,,,IPCA,450000.0,1823414.0,20.0,3625024.0,2000-08-03,MASCULINO
7557967,1965-01-22,M,16209237,1072,MENSAL,1,95468505,204377,2022-01-11,10,10,,,,IPCA,450000.0,1823669.0,40.0,3625022.0,1974-08-10,NÃO INFORMADO
7557967,1965-01-22,M,16209237,1072,MENSAL,1,95468505,204377,2022-01-11,10,10,,,,IPCA,450000.0,1823975.0,20.0,3625023.0,1998-04-11,MASCULINO
7557967,1965-01-22,M,16209237,1072,MENSAL,1,95468505,204377,2022-01-11,10,10,,,,IPCA,450000.0,1824435.0,20.0,3625025.0,2004-01-22,MASCULINO
6278973,1996-02-01,M,16209478,1075,MENSAL,1,95468403,204375,2022-01-11,9999,9999,30.0,,,IPCA,610000.0,1780275.0,40.0,3754942.0,1995-03-27,FEMININO
6278973,1996-02-01,M,16209478,1075,MENSAL,1,95468403,204375,2022-01-11,9999,9999,30.0,,,IPCA,610000.0,1780376.0,30.0,3484342.0,1962-01-01,MASCULINO
6278973,1996-02-01,M,16209478,1075,MENSAL,1,95468403,204375,2022-01-11,9999,9999,30.0,,,IPCA,610000.0,1780530.0,30.0,3484343.0,1968-01-01,FEMININO
6794914,1991-07-13,F,16209370,1075,MENSAL,1,95468391,204375,2022-01-11,9999,9999,30.0,,,IPCA,400000.0,1780224.0,50.0,3521575.0,1963-05-05,FEMININO
6794914,1991-07-13,F,16209370,1075,MENSAL,1,95468391,204375,2022-01-11,9999,9999,30.0,,,IPCA,400000.0,1780478.0,50.0,3521574.0,1990-07-06,NÃO INFORMADO
7557562,1980-04-21,M,16208888,1075,MENSAL,1,95468385,204375,2022-01-31,20,9999,20.0,,,IPCA,410000.0,,,,,
7557011,1977-06-21,F,16207589,1072,MENSAL,1,95468355,204377,2022-01-22,20,20,,,,IPCA,400000.0,1781572.0,100.0,3624780.0,1980-11-07,NÃO INFORMADO
7557011,1977-06-21,F,16207599,1076,MENSAL,1,95468354,204376,2022-01-22,10,9999,20.0,,,IPCA,400000.0,1779038.0,100.0,3624780.0,1980-11-07,NÃO INFORMADO
7557023,1980-11-07,M,16207626,1072,MENSAL,1,95468348,204377,2022-01-22,20,20,,,,IPCA,1000000.0,1808658.0,100.0,3624783.0,1977-06-21,NÃO INFORMADO
7557023,1980-11-07,M,16207625,1076,MENSAL,1,95468347,204376,2022-01-22,10,9999,10.0,,,IPCA,400000.0,1781113.0,100.0,3624783.0,1977-06-21,NÃO INFORMADO
7557113,2002-02-14,M,16208004,1075,MENSAL,1,95468341,204375,2022-01-22,30,9999,20.0,,,IPCA,400000.0,,,,,
2877651,1992-03-07,M,16208661,895,MENSAL,1,95468097,203045,2022-01-21,20,9999,,,,IPCA,97119.9,1425413.0,100.0,3624888.0,1992-12-08,FEMININO
7557335,1967-03-07,F,16208662,895,MENSAL,1,95468096,203045,2022-01-21,20,9999,,,,IPCA,124644.05,1429715.0,100.0,3624889.0,1966-08-05,MASCULINO
2637500,1981-08-10,M,16207469,895,MENSAL,1,95468095,203045,2022-01-21,20,9999,,,,IPCA,73746.51,,,,,
342397,1957-05-13,F,16209303,1072,MENSAL,1,95468021,204377,2022-01-11,10,10,,,,IPCA,420000.0,,,,,
7552126,1960-05-11,M,16182667,1072,MENSAL,1,95384739,204377,2022-01-11,10,10,,,,IPCA,500000.0,1893211.0,50.0,3624321.0,1960-01-16,NÃO INFORMADO
7552126,1960-05-11,M,16182667,1072,MENSAL,1,95384739,204377,2022-01-11,10,10,,,,IPCA,500000.0,1893363.0,25.0,3624317.0,1997-01-06,MASCULINO
7552126,1960-05-11,M,16182667,1072,MENSAL,1,95384739,204377,2022-01-11,10,10,,,,IPCA,500000.0,1893415.0,25.0,3624322.0,1994-03-21,MASCULINO
7552817,1985-11-08,M,16183327,1072,MENSAL,1,95384736,204377,2022-01-11,10,10,,,,IPCA,1600000.0,1901349.0,100.0,3624361.0,1986-08-25,NÃO INFORMADO
7548846,1979-07-14,F,16178687,1074,ANUAL,1,95384735,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1893353.0,50.0,3624006.0,1952-09-28,FEMININO
7548846,1979-07-14,F,16178687,1074,ANUAL,1,95384735,204374,2022-01-11,10,9999,,,,IPCA,500000.0,1893507.0,50.0,3624005.0,1979-06-27,NÃO INFORMADO
235463,1984-08-18,M,16275121,896,MENSAL,1,95733640,203046,2022-02-13,22,9999,30.0,,,IPCA,300000.0,,,,,
7584112,1979-03-15,M,16279020,1072,ANUAL,1,95740714,204377,2022-01-02,20,20,,,,IPCA,2000000.0,1856028.0,100.0,3631487.0,1979-02-15,NÃO INFORMADO
7585561,1956-04-25,M,16285563,1074,ANUAL,1,95778272,204374,2022-01-06,10,9999,,,,IPCA,500000.0,1371598.0,100.0,3631812.0,1965-10-23,NÃO INFORMADO
208669,1969-10-20,F,16286144,895,MENSAL,1,95778274,203045,2022-01-26,20,9999,,,,IPCA,52885.48,1448624.0,100.0,3173952.0,1969-11-28,NÃO INFORMADO
1497411,1979-04-09,M,16286148,895,MENSAL,1,95778275,203045,2022-01-26,20,9999,,,,IPCA,69940.05,1424989.0,100.0,3632023.0,1978-04-06,NÃO INFORMADO
582752,1969-12-17,M,15795054,895,MENSAL,1,93513904,203045,2022-01-05,9999,9999,,,,IPCA,81600.37,1803920.0,50.0,2611698.0,2003-02-28,MASCULINO
582752,1969-12-17,M,15795054,895,MENSAL,1,93513904,203045,2022-01-05,9999,9999,,,,IPCA,81600.37,1804939.0,50.0,2611699.0,2007-02-13,MASCULINO
4085365,1953-06-02,M,15795069,895,MENSAL,1,93513898,203045,2022-01-05,9999,9999,,,,IPCA,46247.83,1803310.0,100.0,3591658.0,1969-02-06,NÃO INFORMADO
7585698,1982-08-23,F,16286016,1075,MENSAL,1,95778766,204375,2022-01-04,9999,9999,20.0,,,IPCA,400000.0,1907264.0,100.0,3631983.0,1964-08-26,NÃO INFORMADO
7585670,1993-01-15,M,16285930,1072,MENSAL,1,95778772,204377,2022-01-31,10,10,,,,IPCA,1000000.0,1906550.0,33.0,3631960.0,2018-08-31,MASCULINO
7585670,1993-01-15,M,16285930,1072,MENSAL,1,95778772,204377,2022-01-31,10,10,,,,IPCA,1000000.0,1906602.0,34.0,3631958.0,1997-06-18,NÃO INFORMADO
7585670,1993-01-15,M,16285930,1072,MENSAL,1,95778772,204377,2022-01-31,10,10,,,,IPCA,1000000.0,1907010.0,33.0,3631959.0,2021-12-09,MASCULINO
4870051,1989-11-17,M,16285885,1072,MENSAL,1,95778783,204377,2022-01-04,30,30,,,,IPCA,800000.0,1908880.0,100.0,3631954.0,1988-07-13,NÃO INFORMADO
5053153,1976-04-12,M,16286339,1072,MENSAL,1,95778793,204377,2022-01-04,20,20,,,,IPCA,700000.0,1903502.0,100.0,3632099.0,1975-08-01,NÃO INFORMADO
7585768,1974-12-06,M,16286122,1072,MENSAL,1,95778799,204377,2022-01-16,10,10,,,,IPCA,500000.0,,,,,
7585409,1974-01-14,F,16285204,1075,MENSAL,1,95779084,204375,2022-01-11,9999,9999,10.0,,,IPCA,400000.0,,,,,
7585676,1982-04-10,F,16285943,1072,MENSAL,1,95779087,204377,2022-02-11,25,25,,,,IPCA,400000.0,,,,,
7585398,2001-06-02,M,16285150,1073,MENSAL,1,95779096,204373,2022-02-06,9999,9999,,,,IPCA,570451.93,1920002.0,34.0,3631669.0,2001-06-02,MASCULINO
7585398,2001-06-02,M,16285150,1073,MENSAL,1,95779096,204373,2022-02-06,9999,9999,,,,IPCA,570451.93,1920103.0,33.0,3631670.0,1961-07-06,MASCULINO
7585398,2001-06-02,M,16285150,1073,MENSAL,1,95779096,204373,2022-02-06,9999,9999,,,,IPCA,570451.93,1920817.0,33.0,3631671.0,1968-02-27,FEMININO
4287260,1968-05-05,M,16285056,1072,MENSAL,1,95779097,204377,2022-01-04,10,10,,,,IPCA,700000.0,1945200.0,100.0,3631641.0,1971-02-04,NÃO INFORMADO
4406413,1981-12-21,F,16285818,1076,MENSAL,1,95779104,204376,2022-01-21,10,9999,30.0,,,IPCA,400000.0,1921055.0,50.0,3660135.0,2018-08-17,
4406413,1981-12-21,F,16285818,1076,MENSAL,1,95779104,204376,2022-01-21,10,9999,30.0,,,IPCA,400000.0,1921105.0,50.0,3663470.0,2007-08-10,
1534890,1981-12-17,M,16285206,1072,MENSAL,1,95779110,204377,2022-01-04,25,25,,,,IPCA,1000000.0,1921821.0,100.0,3354715.0,1976-10-26,
5196483,1965-06-06,M,16294037,1074,MENSAL,1,95815576,204374,2022-01-05,10,9999,,,,IPCA,4000000.0,1375154.0,75.0,3632493.0,1974-11-02,MASCULINO
5196483,1965-06-06,M,16294037,1074,MENSAL,1,95815576,204374,2022-01-05,10,9999,,,,IPCA,4000000.0,1375817.0,25.0,3632494.0,1985-10-10,MASCULINO
7589172,1965-12-28,M,16294036,1072,MENSAL,1,95815579,204377,2022-01-07,10,10,,,,IPCA,800000.0,1375001.0,33.33,3632491.0,2000-03-31,MASCULINO
7589172,1965-12-28,M,16294036,1072,MENSAL,1,95815579,204377,2022-01-07,10,10,,,,IPCA,800000.0,1375308.0,33.34,3632490.0,1972-08-10,NÃO INFORMADO
7589172,1965-12-28,M,16294036,1072,MENSAL,1,95815579,204377,2022-01-07,10,10,,,,IPCA,800000.0,1375665.0,33.33,3632492.0,2007-08-10,MASCULINO
7586766,1976-09-15,F,16290639,1074,ANUAL,1,95815584,204374,2022-01-11,10,9999,,,,IPCA,700000.0,1374909.0,50.0,3632226.0,2012-11-22,MASCULINO
7586766,1976-09-15,F,16290639,1074,ANUAL,1,95815584,204374,2022-01-11,10,9999,,,,IPCA,700000.0,1375622.0,50.0,3632225.0,2007-11-07,MASCULINO
3686409,1986-07-21,M,16290667,895,MENSAL,1,95815603,203045,2022-01-05,15,9999,,,,IPCA,50000.0,,,,,
3595768,1981-06-01,F,16286717,1072,MENSAL,1,95815688,204377,2022-01-05,10,10,,,,IPCA,2000000.0,,,,,
5234029,1989-06-12,M,16287188,1076,MENSAL,1,95815697,204376,2022-01-16,10,9999,10.0,,,IPCA,400000.0,,,,,
5234029,1989-06-12,M,16287189,1072,MENSAL,1,95815698,204377,2022-01-16,30,30,,,,IPCA,400000.0,,,,,
7587919,1995-09-24,M,16293114,1072,MENSAL,1,95815715,204377,2022-01-05,10,10,,,,IPCA,1000000.0,1810512.0,100.0,3632420.0,1996-12-27,MASCULINO
